question,tag,answer
"আমার নিবন্ধন স্লিপ অথবা এনআইডি কার্ডটি হারিয়ে গেছে, এনআইডি কার্ড পাবো কীভাবে?",voter_slip_lost_how_to_get_nid,সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিস গিয়ে এনআইডি নম্বর সংগ্রহ করে অনলাইনে রি-ইস্যু আবেদন করতে হবে। যদি এনআইডি নম্বর জানা থাকে তাহলে সরাসরি অনলাইনে আবেদন করুন।
"এনআইডি কার্ড নষ্ট হয়ে গেছে, নতুন কার্ড কীভাবে পাবো?",card_damaged_how_to_get_new_card,এনআইডি নম্বর জানা থাকলে সরাসরি অনলাইনে আবেদন করুন।
"এনআইডি কার্ড নষ্ট / হারিয়ে গেছে, নতুন কার্ড পেতে কি টাকা লাগবে?",card_lost_and_damaged_cost,"হ্যাঁ, নতুন এনআইডি কার্ড পেতে নির্ধারিত ফি জমা দিয়ে অনলাইনে আবেদন করুন।"
"এনআইডি কার্ড নষ্ট / হারিয়ে গেছে, নতুন কার্ড পেতে কতো টাকা লাগবে?",card_lost_new_card_fee,এনআইডি অনলাইন পোর্টালে প্রবেশ করে ফিস ট্যাবের মাধ্যমে আপনার নির্দিষ্ট আবেদনের ফী এর পরিমাণ জেনে নিন।
"স্মার্ট কার্ড হারিয়ে গেছে, রিইস্যু আবেদন করলে কি নতুন স্মার্ট কার্ড পাবো?",smart_card_lost_reissue,দুঃখিত। ভোটারযোগ্য সকল নাগরিকের হাতে একবার স্মার্টকার্ড পৌঁছানোর পর স্মার্টকার্ড রিপ্রিন্টের বিষয়ে সিদ্ধান্ত গ্রহণ করা হবে।
এনআইডি কার্ড রি-ইস্যুর জন্য কি কি সাপোর্টিং ডকুমেন্ট জমা দিতে হয়?,reissue_supporting_document,শুধুমাত্র নির্ধারিত ফি জমা দিয়ে অনলাইনে রি-ইস্যু’র আবেদন করতে হবে।
"কার্ড হারিয়ে গেছে কোন তথ্যই নেই, কিভাবে নতুন একটি কার্ড উত্তোলন করবো?",card_lost_no_info_how_to_get_new,সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে গিয়ে এনআইডি নম্বর সংগ্রহ করে অনলাইনে রি-ইস্যু আবেদন করতে হবে।
"ভোটার স্থানান্তর করেছি, রি ইস্যুর জন্য করণীয় কি?",voter_migration_done_now_what_to_do_for_reissue,নির্ধারিত ফি জমা দিয়ে অনলাইনে রিইস্যু আবেদন করুন।
প্রাপ্তি রশিদ হারিয়ে গেছে কিভাবে কার্ড উত্তোলন করবো?,receipt_lost_how_to_get_new_card,অনুগ্রহ পূর্বক আপনার ভোটার এলাকার সংশ্লিষ্ট জেলা/ উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন।
হারানো কার্ড উত্তোলনের পর পূর্বের কার্ডটি খুঁজে পেয়েছি করণীয় কি?,new_card_got_old_card_found_what_to_do,"আপনি কার্ডটি সতর্কতার সাথে সংরক্ষণ করুন, যাতে কার্ডটির অপব্যবহার না হয়।"
"ভোটার স্লীপ হারিয়ে গেছে, ভোটার তালিকায় খুঁজে পাওয়া যাচ্ছে না, তবে আমি ছবি তুলেছি। কিভাবে কার্ড উত্তোলন করবো?",voter_slip_lost_how_to_get_new_card,সংশ্লিষ্ট জেলা নির্বাচন অফিসে গিয়ে বায়োমেট্রিক যাচাইয়ের মাধ্যমে এনআইডি নম্বর সংগ্রহ করুন এবং এনআইডি কার্ড উত্তোলন করুন।
"আমার জাতীয় পরিচয়পত্রের অংশবিশেষ পুড়ে গেছে/ পোকায় খেয়েছে, রিইস্যুর জন্য জিডি করতে হবে?",voter_card_damaged,না। এক্ষেত্রে জিডি’র প্রয়োজন নেই। যদি এনআইডি নম্বর জানা থাকে তাহলে নির্ধারিত ফি দিয়ে অনলাইনে রি-ইস্যু আবেদন করুন।
"অনেকদিন হয়ে গেছে রিইস্যু আবেদন করেছি এখনো পেন্ডিং দেখাচ্ছে, কতদিন লাগবে?",online_application_pending,দুঃখিত আপনি সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন।
"আর্জেন্ট রি-ইস্যু আবেদন করেছিলাম ৭ কর্মদিবস শেষ হয়ে গেছে অনেক আগেই, এখনো কার্ড পাচ্ছি না কেনো?",reissue_apply_why_pending_and_urgent_reissue_seven_days_over,"আন্তরিকভাবে দুঃখিত, আপনি সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে যোগাযোগ করুন।"
"নতুন ভোটার হয়েছিলাম, এনআইডি কার্ড পেয়েছি/ ডাউনলোড করেছি, স্মার্ট কার্ড কবে পাবো?",new_voter_got_normal_card_when_get_smart_card,স্মার্ট কার্ড সাধারণত উপজেলা ভিত্তিক মুদ্রণ করা হয়ে থাকে। আপনার এলাকায় স্মার্ট কার্ড বিতরণ শুরু হলে থানা/উপজেলা নির্বাচন অফিসে যোগাযোগ করুন।
স্মার্ট কার্ড প্রিন্ট হয়েছে কি না কিভাবে জানবো?,smart_card_status,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
"আমার এলাকায় স্মার্ট কার্ড বিতরণ হয়েছে, কিন্তু আমার কার্ড আসেনি, কেন?",smart_card_distributed_in_my_area_but_my_card_not_received,সংশ্লিষ্ট থানা/উপজেলা নির্বাচন অফিস থেকে স্মার্ট কার্ড মুদ্রণ সম্পর্কিত তথ্য জেনে নিন।
কি কি কারণে স্মার্ট কার্ড প্রিন্ট নাও হতে পারে?,smart_card_print_problem,"ডাটাবেজে তথ্য যথাযথভাবে না থাকার কারণে স্মার্ট কার্ড মু্দ্রণ হয় না, কারণ জানতে ৯ চাপুন।"
কোথায় গেলে স্মার্ট কার্ড পাবো?,smart_card_from_where,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
স্মার্ট কার্ড নিতে কত টাকা লাগে?,smart_card_fee,প্রথমবার স্মার্ট কার্ড নিতে কোন ফি দিতে হবে না।
স্মার্ট কার্ড তুলতে কি কি জমা দেওয়া লাগে?,smart_card_collection_fees,পূর্বে প্রদানকৃত লেমিনেটেড পেপার জাতীয় পরিচয়পত্রটি জমা দিতে হবে।
আমার স্মার্ট কার্ড কি অন্য কেউ সংগ্রহ করতে পারবে?,smart_card_collect_by_other,আপনার স্মার্ট কার্ডটি সংগ্রহ করার সময় আপনার চোখের আইরিশ ও দশ আঙ্গুলের ছাপ গ্রহণ করা হবে। সুতরাং যার কার্ড তাকেই সংগ্রহ করতে হবে।
স্মার্ট কার্ড প্রিন্ট এবং বিতরণ করা হলে কি এসএমএস এর মাধ্যমে জানানো হবে?,smart_card_ready_sms,"না, তবে নির্দিষ্ট এলাকায় স্মার্টকার্ড বিতরণকালীন সময় প্রচারনা চালানো হয়।"
"কার্ড সংশোধনের জন্য “স্মার্ট কার্ড” অপশন সিলেক্ট করেছিলাম, কিন্তু পিডিএফ পেয়েছি, এখন স্মার্ট কার্ড কবে পাবো?",smart_card_selected_but_get_pdf,"আন্তরিকভাবে দুঃখিত, এই মুহুর্তে স্মার্টকার্ড রি-প্রিন্টের সুযোগ নেই।"
"আমার পরে ভোটার হয়েছে, তারা স্মার্ট কার্ড পেয়েছে কিন্তু আমি পাইনি, কি করবো?",not_getting_smart_card_though_newer_voter_getting,সংশ্লিষ্ট উপজেলা/থানা/জেলা নির্বাচন অফিসে যোগাযোগ করুন।
"আগের আইডি কার্ডে স্বামীর নাম ছিলো, স্মার্ট কার্ডে স্বামীর নাম নাই, কেন?",no_husband_name_in_smart_card,আন্তর্জাতিক মানদন্ড বজায় রাখার জন্য জাতীয় পরিচয়পত্রে শুধুমাত্র পিতামাতার নাম প্রদর্শিত হয়। স্বামীর নামসহ অন্যান্য তথ্যাদি এনআইডি সার্ভারে সংরক্ষিত থাকে।
"স্মার্ট কার্ড হারিয়ে গেছে, পুনরায় স্মার্ট কার্ড পেতে হলে কি করতে হবে?",smart_card_lost_how_to_get_new_one_again,"আন্তরিকভাবে দুঃখিত, এই মুহুর্তে স্মার্টকার্ড রি-প্রিন্টের সুযোগ নেই।"
স্মার্ট কার্ড মুদ্রণ সম্পর্কে জানতে এসএমএস কিভাবে পাঠাবো?,smart_card_printing_status_sms_how,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
ভোটার এলাকা পরিবর্তনের জন্য কি কি কাগজপত্র লাগে?,necessary_documents_to_modify_voter_area,"ভোটার এলাকা পরিবর্তনের জন্য প্রয়োজনীয় দলিলাদি (ক) যে এলাকায় স্থানান্তরিত হবেন সে এলাকার চেয়ারম্যান/ মেয়র/ কাউন্সিলর কর্তৃক নাগরিকত্ব সনদ। (খ) ইউটিলিটি বিলের কপি (গ্যাস/বিদ্যুৎ/পানি)। (গ) যে এলাকায় স্থানান্তরিত হবেন, সেই এলাকায় নিজ নামে বা পিতার নামে মাঠ পর্চা/ জমির দলিল/ভূমি উন্নয়ন ট্যাক্স পরিশোধের রশিদ। (ঘ) আবেদনকারীর জাতীয় পরিচয়পত্রের কপি।"
ঠিকানা পরিবর্তনের আবেদন কি অনলাইনে করা যাবে?,address_change_online_new,"হ্যাঁ, করা যাবে। তবে ঠিকানা পরিবর্তনের কারণে যদি ভোটার এলাকা পরিবর্তন হয় সেক্ষেত্রে সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসে স্বশরীরে উপস্থিত হয়ে আবেদন করতে হবে।"
ঠিকানা পরিবর্তনের আবেদন করলে কি ফি দিতে হয়?,permanent_address_change_fees,ঠিকানা পরিবর্তনের কারণে অর্থাৎ মাইগ্রেশন আবেদনের জন্য কোন প্রকার ফি দিতে হয় না। তবে নতুন ঠিকানায় এনআইডি কার্ড পেতে ফি দিতে হবে।
"ঠিকানা পরিবর্তনের জন্য আবেদন করেছি, মোবাইলে মেসেজ পেয়েছি, অনুমোদন হতে কতদিন লাগবে?",address_change_sms_to_mobile_how_many_days_to_get_approved,আপনার এই প্রশ্নের উত্তরটি জানতে ৯ বাটন চেপে কল সেন্টার প্রতিনিধির সঙ্গে সরাসরি কথা বলুন।
"ভোটার ঠিকানা পরিবর্তন হয়েছে, কিন্তু অনলাইনে কার্ড ডাউনলোড অপশন পাচ্ছি না।",address_change_card_download_process,ভোটার এলাকা পরিবর্তন হলে জাতীয় পরিচয় পত্র প্রদান করা হয় না। তবে নতুন ঠিকানায় এনআইডি কার্ড পেতে নির্ধারিত ফি প্রদান করে অনলাইনে রি-ইস্যুর আবেদন করতে হবে।
ভোটার এলাকার ঠিকানা স্থানান্তর করতে কি চেয়ারম্যানের স্বাক্ষর লাগবে নাকি কাউন্সিলরের স্বাক্ষর হলেও হবে?,address_change_counselor_chairperson_signature,ভোটার এলাকা স্থানান্তর করতে ইউনিয়ন পর্যায় চেয়ারম্যান/মেম্বার এবং পৌরসভা বা সিটিকর্পোরেশনের ক্ষেত্রে মেয়র/কাউন্সিলরের জাতীয় পরিচয়পত্র নম্বর উল্লেখপূর্বক স্বাক্ষর নিতে হবে।
"ঠিকানা পরিবর্তনের আবেদনে পূর্বের ভোটার এলাকার তথ্য প্রয়োজন, কিভাবে পাবো?
 আমার ভোটার এলাকার নাম, নম্বর ও ভোটার নম্বর কিভাবে পাবো?",voter_area_query,সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসের সহযোগিতা গ্রহণ করুন।
"স্থায়ী ঠিকানায় ভোটার হয়েছিলাম, এখন বর্তমান ঠিকানার ভোটার হতে চাই, করণীয় কি?",voter_area_change,আপনি যে এলাকায় যেতে চান সেই সংশ্লিষ্ট উপজেলা/ থানা নির্বাচন অফিসে স্বশরীরে উপস্থিত হয়ে স্থানান্তর ফর্ম-১৩ পূরণ করে প্রয়োজনীয় দলিলাদিসহ আবেদন করুন।
"নিজ নামে ইউটিলিটি বিল (পানি, বিদ্যুত, গ্যাস) নাই, ভোটার ঠিকানা পরিবর্তনের জন্য আবেদন করবো, করনীয় কি?",utility_bill_not_available_for_address_proof,"পিতা/মাতা বা স্বামী/স্ত্রীর নামে ইউটিলিটি বিলের কপি দেওয়া যেতে পারে। ভাড়াকৃত বাড়ির ক্ষেত্রে বাড়িওয়ালার নামে ইউটিলিটি বিলের কপি, বাড়ি ভাড়ার চুক্তিপত্র এবং উক্ত এলাকার জনপ্রতিনিধি কর্তৃক নাগরিকত্ব সনদ/ প্রত্যয়নপত্র দাখিল করতে হবে।"
"ভোটার স্থানান্তরের আবেদন চলমান রয়েছে, এমতাবস্থায় সংশোধনের আবেদন করা যাবে কি?",voter_area_change_ongoing,"দুঃখিত, একটি আবেদনের কার্যক্রম চলমান থাকা অবস্থায় অন্য কোন বিষয়ের জন্য আবেদন করা যাবে না।"
"ভোটার স্থানান্তরের আবেদন করেছিলাম, অনুমোদন হয়েছে কিন্তু তথ্য পরিবর্তন হয়নি। কি করণীয়?",voter_area_change_not_reflected,"আন্তরিকভাবে দুঃখিত, অনুগ্রহপূর্বক সংশ্লিষ্ট থানা/উপজেলা নির্বাচন অফিসে যোগাযোগ করুন।"
বিদেশ থেকে ভোট দিতে কী শর্ত প্রয়োজন?,condition_for_foreign_voter,"বিদেশ থেকে ভোট দিতে হলে আপনাকে অবশ্যই বাংলাদেশের নাগরিক হতে হবে, বৈধ জাতীয় পরিচয়পত্র থাকতে হবে, ভোট প্রদানের সময় আপনাকে বাংলাদেশের বাইরে অবস্থান করতে হবে, যে দেশে অবস্থান করছেন সেখানকার সম্পূর্ণ পোস্টাল ঠিকানা প্রদান করতে হবে।"
এনআইডি ছাড়া পোস্টাল ভোট দিতে পারব কি?,nid_required_for_postal_vote,পোস্টাল ভোট প্রদানে এনআইডি থাকা বাধ্যতামূলক।
পোস্টাল ভোট দিতে কি ধরনের এনআইডি কার্ড গ্রহণ করা হয়?,accepted_nid_types,"সকল ধরনের জাতীয় পরিচয়পত্র গ্রহণযোগ্য, যেমন- স্মার্ট কার্ড বা ল্যামিনেটেড NID কার্ড।"
পোস্টাল ভোট বিডি অ্যাপ চালাতে কি প্রয়োজন?,app_requirements_internet_gps_vpn,"সক্রিয় ইন্টারনেট সংযোগ, GPS বা লোকেশন সেবা চালু থাকতে হবে এবং VPN সেবা বন্ধ থাকতে হবে।"
এক ডিভাইসে পোস্টাল ভোট অ্যাপ দ্বারা কতজন ভোট দিতে পারবে?,one_device_one_voter,পোস্টাল ভোট অ্যাপ দ্বারা একটি ডিভাইস ব্যবহার করে শুধুমাত্র একজন ভোট দিতে পারবেন।
ভিপিএন ব্যবহার করলে পোস্টাল বিডি অ্যাপে কাজ করবে?,vpn_not_allowed,এক্ষেত্রে অ্যাপটি কাজ করবে না।
পোস্টাল ভোট বিডি অ্যাপ ব্যবহারের জন্য লোকেশন সেবা কেন অবশ্যক?,location_service_required_reason,এটি নিরাপত্তা যাচাইয়ের জন্য প্রয়োজনিয় ভোটার সত্যিই দেশে নাকি বিদেশে আছেন তা নিশ্চিত করে এবং জালিয়াতি প্রতিরোধ করে।
পোস্টাল ভোট বিডি অ্যাপে বারবার ভুল তথ্য দিলে কি হতে পারে?,wrong_info_penalty,ডিভাইস ব্লক হতে পারে এবং ভোটাধিকার বাতিল হতে পারে।
পোস্টাল ভোট বিডি অ্যাপ ওপেন হচ্ছে না কেন?,app_not_opening_troubleshoot,আপনার ইন্টারনেট সংযোগ ও GPS চালু আছে কিনা যাচাই করুন। VPN চালু থাকলে তা বন্ধ করুন। ডিভাইস রুট হয়েছে কিনা যাচাই করুন।
পোস্টাল ভোট বিডি এর নিরাপত্তা যাচাই ব্যর্থ হলে কি করব?,security_check_failed,সুনির্দিষ্ট বার্তা অনুযায়ী ডিভাইসের সেটিংস সমন্বয় করুন এবং আবার চেষ্টা করুন।
পোস্টাল ভোট বিডি অ্যাপে দেওয়ার জন্য পাসপোর্ট নম্বর মনে না থাকলে কী করব?,passport_number_optional,পোস্টাল ভোট বিডি অ্যাপে পাসপোর্ট নম্বর দেওয়া বাধ্যতামূলক নয়।
পোস্টাল ভোট দেওয়ার সময় কী সাবধানতা নিতে হবে?,voting_precautions,"সঠিক তথ্য দিন, ইন্টারনেট স্থিতিশীল রাখুন, লোকেশন চালু রাখুন, বিরতি ছাড়াই সম্পন্ন করুন এবং অন্য কাউকে আপনার ডিভাইস ব্যবহার করতে দেওয়া থেকে বিরত থাকুন।"
পোস্টাল ভোট বিডি অ্যাপ ব্যবহারের জন্য কি ধরণের প্রস্তুতি নেওয়া উচিত?,preparation_before_app_use,"সক্রিয় ইন্টারনেট সংযোগ আছে কিনা চেক করুন, লোকেশন সেবা চালু করুন ও VPN বন্ধ করুন। এরই সাথে মোবাইল নম্বর, NID ও পাসপোর্ট হাতের কাছে রাখুন। পোস্টাল ভোট বিডি অ্যাপ ডাউনলোড এবং প্রাথমিক সেটআপ"
'Postal Vote BD' অ্যাপ কোথায় পাব?,app_download_sources,Google Play Store বা Apple App Store -এ পাবেন।
পোস্টাল ভোট বিডি অ্যাপে রেজিস্ট্রেশন শুরু করতে প্রথম কী করব?,registration_start_country_select,শুরুতেই আপনি যে দেশে আছেন সেই দেশ নির্বাচন করুন এবং পরবর্তী নির্দেশনা অনুসরন করুন।
পোস্টাল ভোট বিডি অ্যাপে মোবাইল নম্বর কোথায় দেব?,mobile_number_entry,দেশ নির্বাচনের পর মোবাইল নম্বর পেজে আপনার নম্বর লিখুন। আপনি যে দেশে আছেন সেই দেশের মোবাইল নম্বর দিতে পারবেন।
পোস্টাল ভোট বিডি অ্যাপে মোবাইল নম্বর ভুল দিলে কি হবে?,wrong_mobile_number_consequence,মোবাইল নম্বরে আপনাকে OTP প্রেরণ করা হবে। সঠিক মোবাইল নম্বর না প্রদান করলে ওটিপি পাবেন না।
পোস্টাল ভোট বিডি অ্যাপে ই-মেইল এড্রেস দেওয়া বাধ্যতামূলক কি?,email_optional,"পোস্টাল ভোট অ্যাপে, ই-মেইল এড্রেস দেওয়া ঐচ্ছিক। তবে, ই-মেইল এড্রেস দিলে গুরুত্বপূর্ণ তথ্য উক্ত মেইলে পাবেন।"
পোস্টাল ভোট বিডি অ্যাপে OTP পাঠাতে কী বাটন ক্লিক করব?,otp_send_button,OTP পাঠান বা সবুজ বাটনে ক্লিক করুন।
পোস্টাল ভোট বিডি অ্যাপে OTP আসতে কতক্ষণ সময় লাগে?,otp_delivery_time,OTP আসতে কয়েক মিনিট সময় লাগতে পারে।
পোস্টাল ভোট বিডি অ্যাপে OTP না আসলে কি করব?,otp_not_received,এক্ষেত্রে পুনরায় OTP পাঠান বাটনে ক্লিক করুন। একটি নির্দিষ্ট সময় পর নতুন ওটিপি (OTP) চাইতে পারবেন।
পোস্টাল ভোট বিডি অ্যাপে OTP কত ডিজিটের হবে?,otp_length,OTP ছয় সংখ্যার কোড হবে যা আপনার মোবাইলে আসবে।
পোস্টাল ভোট বিডি অ্যাপে OTP কোডটি কোথায় লিখব?,otp_entry_screen,OTP যাচাইকরণ পেজের ৬টি ঘরে OTP কোডটি লিখুন এবং পরবর্তী বা সবুজ বাটনে ক্লিক করুন।
পোস্টাল ভোট বিডি অ্যাপে পাসওয়ার্ড কেমন হতে হবে?,password_requirements,"ইংরেজিতে কমপক্ষে একটি বড় হাতের অক্ষর, কমপক্ষে একটি ছোট হাতের অক্ষর , কমপক্ষে একটি সংখ্যা, কমপক্ষে একটি বিশেষ চিহ্ন এবং সব মিলিয়ে কমপক্ষে ৮ টি অক্ষর থাকতে হবে।"
পোস্টাল ভোট বিডি অ্যাপে পাসওয়ার্ড দেখতে চাইলে কি করব?,show_password,"password-এর পাশে থাকা চোখের আইকনে ক্লিক করুন, পাসওয়ার্ডটি দৃশ্যমান হবে।"
পাসওয়ার্ড সাবমিটের পর পোস্টাল ভোট বিডি অ্যাপে কি দেখা যাবে?,password_submit_success_page,একটি সবুজ টিক মার্ক সহ ধন্যবাদ পেজ দেখবেন যেখানে সফলভাবে পাসওয়ার্ড সেটআপ সম্পন্ন হয়েছে লেখা থাকবে।
পোস্টাল ভোট বিডি অ্যাপে সফল বার্তার পর কি করব?,after_success_login_button,লগইন বাটনে ক্লিক করুন।
পোস্টাল ভোট বিডি অ্যাপে ভিডিও টিউটোরিয়াল দেখা কেন প্রয়োজন?,video_tutorial_why,অ্যাপের মূল বৈশিষ্ট্য এবং সঠিক ব্যবহারবিধি বুঝতে ভিডিওটি মনোযোগ দিয়ে দেখা আবশ্যক।
পোস্টাল ভোট বিডি অ্যাপে ভিডিও দেখা শেষ হলে কি হবে?,video_end_next_step,সিস্টেম স্বয়ংক্রিয়ভাবে আপনাকে পরবর্তী ধাপে নিয়ে যাবে এবং লগইন পেজ খুলবে।
পোস্টাল ভোট বিডি অ্যাপে লগইন করতে কী তথ্য প্রয়োজন?,login_credentials_required,আপনার মোবাইল নম্বর এবং পাসওয়ার্ড দিয়ে লগইন করুন।
পোস্টাল ভোট বিডি অ্যাপে লগইন করার পর কি করতে পারব?,post_login_capabilities,লগইন করার পর আপনি অ্যাপ সম্পূর্ণভাবে ব্যবহার করতে পারবেন এবং ভোট দিতে পারবেন।
পোস্টাল ভোট বিডি অ্যাপে পাসওয়ার্ড ভুলে গেলে কি করব?,forgot_password_flow,লগইন পেজে পাসওয়ার্ড ভুলে গেছেন? রিসেট পাসওয়ার্ড লিখাটিতে ক্লিক করুন প্রয়োজনীয় নির্দেশনা পালন করুন।
পোস্টাল ভোট বিডি অ্যাপে পাসওয়ার্ড রিসেট করতে কী তথ্য প্রয়োজন?,password_reset_required_info,আপনার মোবাইল নম্বর প্রয়োজন যা দিয়ে অ্যাপে রেজিস্ট্রেশন করেছিলেন।
রেজিস্ট্রেশন করা সময় পোস্টাল ভোট বিডি অ্যাপে ভুল OTP দিলে কি হবে?,wrong_otp_registration,ভুল OTP দিলে ত্রুটি বার্তা আসবে। সঠিক OTP দিয়ে আবার চেষ্টা করুন অথবা নতুন OTP পাঠাতে পারেন।
পোস্টাল ভোট বিডি অ্যাপে রেজিষ্ট্রেশনের সময় কত অক্ষরের পাসওয়ার্ড প্রয়োজন?,password_min_length,কমপক্ষে ৮ অক্ষরের পাসওয়ার্ড প্রয়োজন।
পোস্টাল ভোট বিডি অ্যাপে পাসওয়ার্ডে অবশ্যই কী কী থাকতে হবে?,password_character_requirements,"বড় হাতের অক্ষর, ছোট হাতের অক্ষর, সংখ্যা এবং বিশেষ চিহ্ন এগুলোর সবই কমপক্ষে একটি করে থাকতে হবে।"
"আমি পোস্টাল ভোট বিডি অ্যাপে রেজিস্ট্রেশন করেছি, এখন কীভাবে লগইন করব?",login_after_registration,আপনার মোবাইল নম্বর এবং নতুন পাসওয়ার্ড দিয়ে লগইন করুন।
পোস্টাল ভোট বিডি অ্যাপে ব্যবহৃত পাসওয়ার্ড কাউকে বলতে পারি কি?,password_sharing_warning,পাসওয়ার্ড কাউকে বলবেন না। এটি আপনার ব্যক্তিগত এবং গোপনীয় তথ্য।
পোস্টাল ভোট বিডি অ্যাপে রেজিষ্ট্রেশনের সময় দুর্বল পাসওয়ার্ড ব্যবহার করলে কি ঝুঁকি আছে?,weak_password_risk,দুর্বল পাসওয়ার্ড ব্যবহার করলে অন্য কেউ আপনার অ্যাকাউন্ট ব্যবহার করতে পারতে পারে।
পোস্টাল ভোট বিডি অ্যাপে শক্তিশালী পাসওয়ার্ড কেন প্রয়োজন?,strong_password_importance,শক্তিশালী পাসওয়ার্ড আপনার অ্যাকাউন্ট এবং ভোটিং তথ্য সুরক্ষিত রাখে। কমপক্ষে ৮ অক্ষরের শক্তিশালী পাসওয়ার্ড ব্যবহার করুন।
পোস্টাল ভোট বিডি অ্যাপে রেজিষ্ট্রেশনের পর পাসওয়ার্ড ভুলে গেলে কি করব?,post_registration_password_reset,লগইন স্ক্রিনে পাসওয়ার্ড ভুলে গেছেন?' লেখাটি দেখুন। এরপর 'রিসেট করুন' বাটনে ক্লিক করে আপনার রেজিস্টার করা মোবাইল নম্বর যাচাই করুন এবং একটি নতুন পাসওয়ার্ড সেট করুন।
পোস্টাল ভোট বিডি অ্যাপে হোম স্ক্রিনে পৌঁছে গেলে কী করতে পারি?,home_screen_usage,"হোম স্ক্রিনে সফলভাবে পৌঁছানোর পরে, আপনি অ্যাপের সকল সুবিধা ব্যবহার করতে পারবেন।"
পোস্টাল ভোট বিডি অ্যাপে লগইন পেজ কেন খুলছে না?,login_page_not_opening,ইন্টারনেট সংযোগ চেক করুন এবং অ্যাপ আবার খুলুন।
পোস্টাল ভোট বিডি অ্যাপে লগইন করার পর পরবর্তী পেজ খুলছে না কি করব?,post_login_page_not_loading,অ্যাপটি আবার খুলুন এবং ইন্টারনেট সংযোগ স্থিতিশীল রাখুন। কিছু সময় অপেক্ষা করুন।
পোস্টাল ভোট বিডি অ্যাপে আমি লগ আউট করতে পারি কি?,logout_available,প্রোফাইল স্ক্রিনে লগ আউট অপশন রয়েছে। সেখানে ক্লিক করে আপনি সহজেই লগ আউট করতে পারবেন।
পোস্টাল ভোট বিডি অ্যাপে লগ আউট করার পর আবার লগইন করতে পারব কি?,login_after_logout,একই মোবাইল নম্বর এবং পাসওয়ার্ড দিয়ে আবার লগইন করতে পারবেন।
পোস্টাল ভোট বিডি অ্যাপে লগইন সময় কী সাবধানতা নিতে হবে?,login_safety_precautions,নিশ্চিত করুন যে সঠিক মোবাইল নম্বর এবং পাসওয়ার্ড ব্যবহার করছেন এবং পাসওয়ার্ড কারও সাথে শেয়ার করবেন না।
পাবলিক WiFi ব্যবহার করে পোস্টাল ভোট বিডি অ্যাপে লগইন করা নিরাপদ কি?,public_wifi_login_risk,পাবলিক Wi-Fi তে লগইন করা নিরাপদ নয়। আপনার নিজের ডেটা বা ব্যক্তিগত Wi-Fi ব্যবহার করুন।
লগইন করার পর পোস্টাল ভোট বিডি অ্যাপ ব্যবহার না করলে লগ আউট হয়ে যায় কি?,auto_logout_inactivity,"দীর্ঘ সময় নিষ্ক্রিয় থাকলে, নিরাপত্তার কারণে লগ আউট হতে পারে।"
পোস্টাল ভোট বিডি অ্যাপে কত বার পাসওয়ার্ড পরিবর্তন করতে পারি?,password_change_frequency,যতবার প্রয়োজন পাসওয়ার্ড পরিবর্তন করতে পারেন।
পাসওয়ার্ড রিসেট করতে পোস্টাল ভোট বিডি অ্যাপে কত সময় লাগে?,password_reset_time,সাধারণত OTP আসার পর ৫ থেকে ৭ মিনিটে পাসওয়ার্ড রিসেট সম্পন্ন হয়ে যায়।
"আমার শুধু পাসপোর্ট আছে, আমি কি পোস্টাল ভোট বিডি অ্যাপে নিবন্ধন করতে পারব?",nid_required_for_registration,নিবন্ধনের জন্য আপনার অবশ্যই বৈধ জাতীয় পরিচয়পত্র থাকতে হবে।
পোস্টাল ভোট বিডি অ্যাপে নিবন্ধন প্রক্রিয়া শুরু করতে কী করতে হবে?,registration_start_button,হোম স্ক্রিনে সবুজ রঙের নিবন্ধন করুন বাটনে ক্লিক করুন।
পোস্টাল ভোট বিডি অ্যাপে নিবন্ধন প্রক্রিয়ায় কয়টি ধাপ আছে?,registration_steps_count,"নিবন্ধন প্রক্রিয়ায় মোট চারটি প্রধান ধাপ আছে: ১. জাতীয় পরিচয়পত্র যাচাইকরণ, ২. লাইভনেস চেকআপ ৩. NID কার্ড সহ সেলফি যাচাইকরণ, ৪. পাসপোর্ট এবং বিদেশী ঠিকানা তথ্য প্রদান।"
পোস্টাল ভোট বিডি অ্যাপে NID যাচাইকরণ কী?,nid_verification_definition,NID যাচাইকরণ প্রক্রিয়ায় আপনার জাতীয় পরিচয়পত্রের তথ্য NID ডাটাবেজের সাথে মিলিয়ে দেখা হয়।
