
╔════════════════════════════════════════════════════════════════════════════════════════════════╗
║                                    📊 TAG PREDICTION ANALYSIS                                   ║
╠════════════════════════════════════════════════════════════════════════════════════════════════╣
║  Generated: 2026-01-29 16:43:40                                                                ║
║  Sorted by: Accuracy (lowest to highest)                                                       ║
║  Total predictions: 8720 | Right: 8235 | Wrong: 485 | Overall Accuracy: 94.44%                 ║
╠════════════════════════════════════════════════════════════════════════════════════════════════╣
║  #   │                   Tag Name                    │  Right   │  Wrong   │  Total   │ Accuracy  ║
║  201 │ not_getting_smart_card_though_newer_vo.. │ smart_card_distributed_in_my_area_but_.. │      1 ║
║  202 │ not_getting_smart_card_though_newer_vo.. │ smart_card_from_where                    │      1 ║
║  203 │ online_application_pending               │ correction_application_current_status    │      1 ║
║  204 │ online_apply                             │ unable_to_answer                         │      1 ║
║  205 │ online_portal_registration               │ unable_to_answer                         │      1 ║
║  206 │ otp_entry_screen                         │ otp_length                               │      1 ║
║  207 │ otp_entry_screen                         │ otp_send_button                          │      1 ║
║  208 │ parent_spouse_name_correct_or_add_docu.. │ nid_information_misentry_correction_pr.. │      1 ║
║  209 │ parents_or_spouse_death_related_docume.. │ nid_correction_online_04                 │      1 ║
║  210 │ parents_or_spouse_death_related_docume.. │ wrongly_dead_declared                    │      1 ║
║  211 │ password_change_frequency                │ password_change_process                  │      1 ║
║  212 │ password_requirements                    │ password_character_requirements          │      1 ║
║  213 │ password_requirements                    │ password_min_length                      │      1 ║
║  214 │ password_requirements                    │ strong_password_importance               │      1 ║
║  215 │ password_reset_required_info             │ forgot_password_flow                     │      1 ║
║  216 │ password_sharing_warning                 │ password_requirements                    │      1 ║
║  217 │ photo_correction                         │ picture_done_but_lost_or_no_sms_slip     │      1 ║
║  218 │ photo_signature_change_application_not.. │ fingerprint_update_applied_not_approved  │      1 ║
║  219 │ photo_sms_but_not_in_upzila_other_when   │ foreign_resident_card_picture_done__in.. │      1 ║
║  220 │ photo_sms_but_not_in_upzila_other_when   │ new_voter_application_not_submitted_to.. │      1 ║
║  221 │ photo_sms_but_not_in_upzila_other_when   │ sms_after_picture_how_many_days          │      1 ║
║  222 │ picture_done_but_lost_or_no_sms_slip     │ photo_done_years_ago_but_no_card         │      1 ║
║  223 │ picture_done_but_lost_or_no_sms_slip     │ voter_slip_lost_how_to_get_nid           │      1 ║
║  224 │ post_login_page_not_loading              │ login_page_not_opening                   │      1 ║
║  225 │ post_login_page_not_loading              │ security_check_failed                    │      1 ║
║  226 │ post_registration_password_reset         │ password_reset_required_info             │      1 ║
║  227 │ post_submission_verification             │ verification_time                        │      1 ║
║  228 │ preparation_before_app_use               │ app_requirements_internet_gps_vpn        │      1 ║
║  229 │ present_address_change_procedure         │ nid_address_update_12                    │      1 ║
║  230 │ present_address_change_procedure         │ permanent_address_update_procedure       │      1 ║
║  231 │ present_address_change_procedure         │ voter_area_change                        │      1 ║
║  232 │ previous_information_in_downloaded_car.. │ no_download_option_after_correction      │      1 ║
║  233 │ problem_help_suggestion                  │ when_to_seek_help                        │      1 ║
║  234 │ qr_scan_instructions                     │ qr_scan_mandatory                        │      1 ║
║  235 │ registration_start_country_select        │ registration_start_button                │      1 ║
║  236 │ reigister_as_new_voter_but_birth_regis.. │ new_voter_identifier_who                 │      1 ║
║  237 │ relogin_credentials_required             │ login_after_logout                       │      1 ║
║  238 │ security_check_failed                    │ nid_verification_failed                  │      1 ║
║  239 │ security_check_failed                    │ verification_in_progress_wait            │      1 ║
║  240 │ selfie_capture_guidelines                │ camera_issue_registration                │      1 ║
║  241 │ sem_app_info_08                          │ sem_app_info_01                          │      1 ║
║  242 │ sem_app_info_09                          │ sem_app_info_03                          │      1 ║
║  243 │ smart_card_distributed_in_my_area_but_.. │ not_getting_smart_card_though_newer_vo.. │      1 ║
║  244 │ smart_card_lost_how_to_get_new_one_again │ nid_probashi_smart_card_06               │      1 ║
║  245 │ smart_card_lost_how_to_get_new_one_again │ voter_slip_lost_how_to_get_nid           │      1 ║
║  246 │ smart_card_printing_status_sms_how       │ smart_card_ready_sms                     │      1 ║
║  247 │ smart_card_status                        │ nid_smart_card_print_status_01           │      1 ║
║  248 │ smart_card_status                        │ smart_card_printing_status_sms_how       │      1 ║
║  249 │ verification_completion_notification     │ unable_to_answer                         │      1 ║
║  250 │ video_tutorial_why                       │ pre_voting_video_mandatory               │      1 ║
║  251 │ vote_tracking_definition                 │ ballot_tracking_steps                    │      1 ║
║  252 │ voter_card_damaged                       │ reissue_supporting_document              │      1 ║
║  253 │ voter_card_damaged                       │ voter_slip_lost_how_to_get_nid           │      1 ║
║  254 │ voter_halnagad_registration_not_done     │ wish_to_create_nid_smart_card_new        │      1 ║
║  255 │ voter_migration_done_now_what_to_do_fo.. │ voter_area_change                        │      1 ║
║  256 │ voter_slip_lost_how_to_get_nid           │ card_lost_no_info_how_to_get_new         │      1 ║
║  257 │ voting_precautions                       │ accepted_nid_types                       │      1 ║
║  258 │ voting_precautions                       │ foreign_address_entry_tips               │      1 ║
║  259 │ when_to_seek_help                        │ help_center_access                       │      1 ║
║  260 │ when_to_seek_help                        │ pre_use_privacy_policy_read              │      1 ║
║  261 │ wish_to_create_nid_smart_card_new        │ nid_afis_03                              │      1 ║
║  262 │ wrong_information_in_online_applicatio.. │ online_portal_registration               │      1 ║
║  263 │ wrong_otp_registration                   │ post_registration_password_reset         │      1 ║
║  264 │ wrong_otp_registration                   │ wrong_info_penalty                       │      1 ║
║  265 │ wrongly_dead_declared                    │ parent_no_card_failed_to_be_voter        │      1 ║
╚════════════════════════════════════════════════════════════════════════════════════════════════╝
